Tester ID/Tester Station:RGT-3120
Computer Name           :DESKTOP-USUQBTQ
Handler/Prober Name     :UF2000
Temperature: 023.8C
Production ID           :JBS LLD 71V
Test Program Name       :C:\POWORLD\RGT.Net\Recipes\LLD_71V_Eng_Run_04302026.TestPg
Device Name             :JBS LLD 71V
Lot ID                  :N64S03A01
Wafer ID                :N64S03A01
Probe Card No           :11-02626B
Load Board No           :CP5
SFT                     :
OPERATOR                :A000697
Test Start Date         :Wed May 13 11:33:24 2026
Test End Date           :Wed May 13 11:46:52 2026
Fail Retest Rate        :
Sequence All ON         :ON
PreLoad Pat(Time)       :
Craft Current User      :
Craft Version           :
OutPut TDO              :C:\DataLog\Report\LLD_71V_Eng_Run_04302026\N64S03A_OD75um
Run Card No             :N64S03A_OD75um
Rom Code                :



 Sample   Pass   Pass%   Fail   Fail%
    549     40    7.29    509   92.71

,,,,,,Contact2[Step1],VZ[Step2],VZ[Step3],VZ[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],Calculate[Step4],VFSDS[Step5],VZ[Step6],VZ[Step6],Calculate[Step6],IR[Step7],IR[Step7],Calculate[Step7],VFSDS[Step8],IR[Step9],VZ[Step10]
303,1,5,5,13,21,3.7836,74.648,74.645,74.647,11.992,11.97,11.958,11.952,11.95,11.95,11.95,11.948,11.95,11.95,11.949,11.949,11.95,11.95,11.95,11.951,11.951,11.952,11.952,11.952,11.951,22.078,265.71,74.649,74.66,11.368,6.1397,6.138,0.0017,313.2,6.0009,74.689
304,1,5,5,14,21,3.7117,74.583,74.584,74.585,11.926,11.905,11.894,11.889,11.885,11.884,11.883,11.884,11.885,11.885,11.885,11.883,11.884,11.885,11.886,11.885,11.885,11.886,11.885,11.886,11.887,21.089,265.9,74.589,74.59,1.1444,6.0966,6.0946,0.0019,313.39,5.9593,74.624
305,1,5,5,15,21,3.7641,74.433,74.434,74.436,11.852,11.831,11.821,11.815,11.813,11.813,11.811,11.812,11.812,11.813,11.813,11.813,11.812,11.813,11.813,11.814,11.815,11.815,11.815,11.815,11.814,21.202,266.02,74.437,74.476,38.223,6.0749,6.0734,0.0015,313.38,5.9367,74.475
306,1,5,5,16,21,3.7162,74.276,74.279,74.283,11.662,11.64,11.629,11.623,11.62,11.619,11.619,11.619,11.618,11.618,11.619,11.621,11.621,11.621,11.62,11.621,11.621,11.622,11.621,11.621,11.621,22.488,266.53,74.286,74.312,25.635,5.9855,5.9836,0.0019,314.09,5.8483,74.32
307,1,5,5,17,21,3.7653,74.278,74.279,74.281,11.567,11.544,11.534,11.53,11.527,11.526,11.526,11.528,11.528,11.528,11.528,11.527,11.529,11.529,11.529,11.529,11.529,11.53,11.53,11.528,11.53,22.631,266.73,74.239,74.372,133.9,5.9502,5.9479,0.0023,314.1,5.8124,74.341
308,1,5,5,18,21,3.6439,74.349,74.355,74.354,11.505,11.482,11.472,11.467,11.466,11.465,11.465,11.464,11.464,11.465,11.464,11.465,11.465,11.465,11.466,11.466,11.466,11.466,11.467,11.466,11.466,22.203,266.73,74.311,74.315,4.1199,5.9163,5.9139,0.0025,314.27,5.7797,74.411
309,1,5,5,19,21,3.6552,74.459,74.465,74.465,11.507,11.483,11.471,11.466,11.463,11.461,11.46,11.459,11.459,11.459,11.459,11.46,11.459,11.459,11.461,11.46,11.459,11.459,11.46,11.462,11.462,24.063,266.91,74.441,74.455,13.885,5.8989,5.8966,0.0023,314.44,5.7609,74.515
310,1,5,5,20,21,3.5799,74.435,74.448,74.45,11.462,11.44,11.426,11.419,11.414,11.411,11.41,11.41,11.407,11.408,11.409,11.409,11.409,11.407,11.408,11.408,11.41,11.41,11.41,11.411,11.41,22.074,267.04,74.446,74.443,3.2043,5.8689,5.8669,0.002,314.71,5.7311,74.5
311,1,5,5,21,21,3.6523,74.287,74.305,74.295,11.534,11.511,11.5,11.495,11.493,11.491,11.491,11.492,11.492,11.492,11.491,11.493,11.493,11.493,11.493,11.492,11.493,11.493,11.494,11.494,11.494,22.238,266.94,74.282,74.312,30.136,5.9127,5.91,0.0027,314.29,5.7747,74.342
312,1,5,5,22,21,3.6244,74.141,74.138,74.141,11.572,11.549,11.537,11.533,11.531,11.532,11.531,11.531,11.531,11.532,11.532,11.532,11.533,11.532,11.532,11.534,11.532,11.533,11.534,11.534,11.533,23.518,266.75,74.152,74.163,10.147,5.951,5.9487,0.0022,314.12,5.8147,74.187
313,1,5,5,23,21,3.6873,74.031,74.032,74.036,11.665,11.643,11.632,11.627,11.625,11.625,11.624,11.623,11.624,11.625,11.626,11.627,11.626,11.626,11.627,11.627,11.627,11.628,11.627,11.628,11.627,21.283,266.48,74.039,74.051,12.207,6.0222,6.0202,0.0019,313.86,5.8848,74.07
314,1,5,5,24,21,3.7543,74.046,74.048,74.05,11.677,11.654,11.642,11.637,11.635,11.635,11.635,11.635,11.635,11.636,11.636,11.636,11.635,11.637,11.635,11.635,11.636,11.638,11.638,11.638,11.637,23.395,266.42,74.008,74.025,17.174,6.0438,6.0425,0.0014,313.77,5.9079,74.114
315,1,5,5,25,21,3.7659,74.233,74.237,74.238,11.825,11.803,11.792,11.786,11.782,11.781,11.782,11.781,11.781,11.781,11.781,11.783,11.783,11.783,11.783,11.782,11.784,11.784,11.784,11.784,11.785,22.119,266.1,74.209,74.22,11.52,6.1064,6.104,0.0023,313.39,5.968,74.298
316,1,5,5,26,21,3.8313,74.326,74.332,74.335,11.989,11.966,11.954,11.95,11.948,11.947,11.947,11.947,11.948,11.949,11.947,11.947,11.947,11.949,11.949,11.949,11.95,11.949,11.95,11.949,11.95,22.948,265.68,74.296,74.308,11.902,6.1823,6.1804,0.002,313.01,6.0445,74.37
317,1,5,5,27,21,3.761,74.324,74.322,74.333,12.174,12.151,12.141,12.137,12.135,12.134,12.132,12.132,12.134,12.133,12.132,12.133,12.135,12.135,12.134,12.134,12.135,12.136,12.136,12.136,12.135,22.197,265.34,74.323,74.349,26.55,6.2786,6.2769,0.0016,312.74,6.1424,74.359
318,1,5,5,28,21,3.7769,74.291,74.294,74.295,12.201,12.177,12.168,12.164,12.164,12.163,12.162,12.163,12.164,12.165,12.166,12.165,12.165,12.164,12.165,12.165,12.167,12.167,12.167,12.166,12.166,23.242,265.35,74.29,74.345,55.084,6.3045,6.3028,0.0017,312.8,6.1686,74.335
319,1,5,5,29,21,3.8115,74.348,74.35,74.351,12.246,12.223,12.215,12.209,12.207,12.208,12.208,12.21,12.208,12.209,12.21,12.21,12.21,12.211,12.21,12.21,12.212,12.212,12.21,12.21,12.211,22.726,265.17,74.32,74.339,18.311,6.3582,6.3558,0.0024,312.63,6.2211,74.409
320,1,5,5,30,21,3.7509,74.592,74.591,74.596,12.211,12.19,12.182,12.178,12.178,12.179,12.179,12.179,12.179,12.18,12.18,12.18,12.18,12.179,12.181,12.181,12.181,12.18,12.182,12.182,12.182,20.751,265.13,74.563,74.567,3.8147,6.3477,6.3464,0.0013,312.5,6.2116,74.667
321,1,5,5,31,21,3.7847,74.786,74.787,74.787,12.102,12.082,12.073,12.069,12.067,12.069,12.069,12.069,12.069,12.068,12.069,12.07,12.071,12.071,12.072,12.071,12.07,12.07,12.072,12.072,12.072,20.129,265.48,74.795,74.828,32.272,6.2884,6.2867,0.0017,312.95,6.1514,74.826
322,1,1,1,32,21,3.8151,73.712,73.719,73.72,11.427,11.406,11.395,11.392,11.391,11.391,11.39,11.39,11.389,11.39,11.391,11.391,11.391,11.391,11.391,11.391,11.393,11.393,11.392,11.393,11.393,21.147,266.13,73.664,73.649,15.945,6.2609,6.2594,0.0015,313.84,6.1246,73.843
323,1,1,1,32,22,3.7528,73.413,73.418,73.427,11.366,11.345,11.336,11.333,11.331,11.331,11.33,11.331,11.332,11.332,11.333,11.333,11.333,11.334,11.335,11.334,11.335,11.336,11.338,11.334,11.334,21.427,265.83,73.35,73.284,65.765,6.3222,6.3203,0.0018,313.49,6.1863,73.554
324,1,5,5,31,22,3.8812,74.787,74.788,74.786,12.045,12.024,12.014,12.01,12.009,12.009,12.008,12.009,12.009,12.01,12.01,12.011,12.01,12.01,12.01,12.011,12.011,12.01,12.011,12.013,12.011,21.539,265.57,74.754,74.764,10.91,6.2773,6.2756,0.0016,313.11,6.1415,74.859
325,1,5,5,30,22,3.8406,74.674,74.677,74.679,17.692,17.649,17.557,17.62,17.657,17.657,17.668,17.656,17.652,17.636,17.637,17.641,17.639,17.627,17.644,17.626,17.611,17.616,17.638,17.533,17.55,42.686,265.09,74.643,74.639,4.1199,6.7489,6.7468,0.0021,312.38,6.6112,74.755
326,1,5,5,29,22,3.8497,74.408,74.405,74.41,12.286,12.262,12.252,12.248,12.245,12.245,12.244,12.245,12.245,12.245,12.246,12.247,12.245,12.246,12.247,12.248,12.248,12.248,12.247,12.248,12.249,24.044,265,74.38,74.394,14.038,6.3843,6.3828,0.0016,312.49,6.2486,74.479
327,1,5,5,28,22,3.7849,74.308,74.31,74.312,12.262,12.239,12.227,12.223,12.221,12.222,12.222,12.221,12.222,12.224,12.222,12.223,12.223,12.224,12.225,12.225,12.225,12.224,12.224,12.224,12.224,23.507,265.21,74.301,74.309,8.0872,6.3465,6.3444,0.0021,312.52,6.2104,74.365
328,1,5,5,27,22,3.8001,74.307,74.31,74.31,15.357,15.589,15.66,15.697,15.71,15.72,15.717,15.731,15.731,15.723,15.742,15.725,15.719,15.713,15.724,15.725,15.725,15.716,15.729,15.724,15.737,232.55,265.32,74.307,74.324,16.785,6.28,6.2784,0.0016,312.76,6.1437,74.35
329,1,5,5,26,22,3.7186,74.319,74.318,74.32,12.01,11.987,11.976,11.971,11.969,11.968,11.967,11.968,11.968,11.969,11.969,11.968,11.969,11.969,11.97,11.97,11.969,11.969,11.97,11.97,11.97,22.568,265.6,74.305,74.312,7.2479,6.2008,6.1987,0.0021,312.98,6.0639,74.357
330,1,5,5,25,22,3.7856,74.234,74.234,74.24,11.892,11.868,11.856,11.851,11.848,11.847,11.847,11.847,11.846,11.846,11.847,11.849,11.849,11.85,11.849,11.849,11.849,11.849,11.849,11.849,11.85,24.017,265.88,74.208,74.228,19.989,6.14,6.1385,0.0015,313.32,6.0045,74.284
331,1,5,5,24,22,3.7368,74.056,74.06,74.063,11.691,11.669,11.658,11.653,11.651,11.652,11.65,11.649,11.648,11.65,11.65,11.651,11.652,11.651,11.651,11.65,11.651,11.651,11.651,11.65,11.651,22.478,266.3,74.036,74.036,0.1526,6.0602,6.0582,0.0021,313.75,5.9241,74.131
332,1,17,37,23,22,3.7361,74,73.999,74.001,11.62,11.598,11.587,11.581,11.579,11.578,11.579,11.579,11.578,11.578,11.579,11.579,11.579,11.58,11.582,11.581,11.58,11.58,11.581,11.582,11.581,22.235,266.57,73.985,73.99,5.1117,6.0112,6.0089,0.0023,313.95,5.8737,74.058
333,1,5,5,22,22,3.7555,74.097,74.102,74.1,11.618,11.595,11.583,11.578,11.575,11.575,11.574,11.573,11.575,11.576,11.575,11.576,11.574,11.575,11.575,11.577,11.577,11.577,11.577,11.577,11.578,23.19,266.68,74.101,74.149,48.218,5.9846,5.9822,0.0024,314.05,5.8489,74.139
334,1,5,5,21,22,3.6212,74.217,74.213,74.22,11.602,11.581,11.568,11.562,11.561,11.56,11.56,11.56,11.56,11.56,11.561,11.562,11.562,11.561,11.561,11.561,11.561,11.562,11.563,11.563,11.562,21.72,266.65,74.214,74.233,19.226,5.961,5.9592,0.0018,314.11,5.8258,74.259
335,1,5,5,20,22,3.5602,74.319,74.322,74.325,11.532,11.51,11.498,11.49,11.486,11.485,11.483,11.483,11.483,11.483,11.483,11.483,11.485,11.485,11.484,11.484,11.486,11.486,11.486,11.486,11.485,21.278,266.78,74.362,74.36,1.9073,5.924,5.9218,0.0022,314.49,5.7893,74.381
336,1,5,5,19,22,3.6066,74.34,74.342,74.343,11.521,11.5,11.488,11.483,11.483,11.482,11.481,11.48,11.48,11.48,11.481,11.481,11.481,11.481,11.482,11.482,11.482,11.482,11.482,11.483,11.484,21.815,266.82,74.338,74.351,13.046,5.9135,5.9114,0.0021,314.41,5.7776,74.396
337,1,5,5,18,22,3.761,74.28,74.286,74.284,11.525,11.502,11.489,11.483,11.481,11.481,11.48,11.48,11.48,11.481,11.48,11.48,11.481,11.481,11.482,11.481,11.481,11.482,11.483,11.483,11.483,23.967,266.82,74.24,74.296,55.847,5.9244,5.9229,0.0016,314.28,5.7903,74.333
338,1,5,5,17,22,3.6905,74.237,74.233,74.239,11.586,11.565,11.554,11.55,11.548,11.548,11.547,11.546,11.547,11.547,11.546,11.547,11.548,11.547,11.548,11.548,11.548,11.548,11.549,11.55,11.55,21.486,266.64,74.234,74.217,17.471,5.9627,5.9604,0.0023,314.02,5.8265,74.291
339,1,5,5,16,22,3.7723,74.257,74.26,74.261,11.671,11.65,11.638,11.633,11.63,11.63,11.631,11.631,11.629,11.631,11.631,11.63,11.632,11.631,11.631,11.632,11.632,11.632,11.631,11.632,11.633,21.618,266.51,74.262,74.287,25.558,5.9997,5.9975,0.0022,313.92,5.8637,74.313
340,1,5,5,15,22,3.7399,74.407,74.405,74.403,11.813,11.792,11.781,11.776,11.775,11.774,11.774,11.773,11.772,11.773,11.774,11.776,11.774,11.775,11.776,11.776,11.776,11.777,11.778,11.776,11.776,20.955,266.03,74.414,74.433,19.073,6.0669,6.0645,0.0024,313.45,5.9318,74.45
341,1,5,5,14,22,3.7738,74.538,74.535,74.539,11.919,11.895,11.884,11.878,11.876,11.876,11.877,11.876,11.877,11.878,11.878,11.877,11.877,11.878,11.877,11.878,11.878,11.879,11.878,11.879,11.878,23.233,265.85,74.536,74.594,57.297,6.1097,6.107,0.0027,313.2,5.9737,74.581
342,1,5,5,13,22,3.7818,74.607,74.61,74.612,12.019,11.998,11.987,11.98,11.977,11.976,11.977,11.978,11.978,11.978,11.977,11.978,11.979,11.98,11.979,11.978,11.978,11.978,11.98,11.98,11.98,21.76,265.65,74.646,74.674,27.618,6.1607,6.159,0.0017,312.98,6.0259,74.65
343,1,5,5,12,22,3.8021,74.633,74.634,74.637,12.123,12.099,12.087,12.083,12.08,12.078,12.077,12.077,12.078,12.08,12.08,12.079,12.079,12.08,12.081,12.082,12.08,12.08,12.08,12.082,12.082,23.722,265.45,74.622,74.643,21.057,6.2105,6.208,0.0025,312.81,6.0743,74.672
344,1,5,5,11,22,3.8251,74.708,74.707,74.708,12.197,12.177,12.167,12.162,12.16,12.16,12.159,12.159,12.159,12.159,12.16,12.161,12.162,12.16,12.16,12.16,12.161,12.162,12.161,12.162,12.162,20.267,265.4,74.688,74.723,35.187,6.2402,6.2389,0.0013,312.85,6.1046,74.758
345,1,5,5,10,22,3.8256,74.913,74.92,74.917,12.239,12.219,12.209,12.204,12.202,12.203,12.204,12.204,12.204,12.204,12.205,12.204,12.204,12.205,12.205,12.207,12.207,12.207,12.206,12.206,12.206,20.283,265.18,74.896,74.882,13.962,6.2644,6.2626,0.0019,312.62,6.1292,74.979
346,1,5,5,9,22,3.7943,75.221,75.224,75.222,12.18,12.157,12.146,12.14,12.137,12.139,12.139,12.138,12.137,12.138,12.139,12.14,12.14,12.14,12.14,12.141,12.141,12.141,12.141,12.141,12.143,22.686,265.39,75.193,75.19,2.6703,6.216,6.2145,0.0016,312.89,6.0809,75.276
347,1,5,5,8,22,3.8594,75.137,75.143,75.142,11.805,11.783,11.773,11.77,11.768,11.767,11.767,11.767,11.768,11.768,11.767,11.769,11.769,11.77,11.771,11.769,11.77,11.771,11.77,11.77,11.771,21.962,266.07,75.104,75.098,6.3324,6.1065,6.1046,0.0019,313.64,5.9713,75.239
348,1,1,1,7,22,3.8922,73.643,73.649,73.648,11.097,11.075,11.067,11.064,11.063,11.062,11.063,11.065,11.064,11.064,11.065,11.067,11.066,11.066,11.066,11.068,11.067,11.067,11.067,11.067,11.068,21.64,266.47,73.57,73.494,75.317,6.1621,6.1602,0.0019,314.05,6.0268,73.787
349,1,1,1,7,23,3.7377,72.93,72.936,72.938,11.245,11.219,11.207,11.202,11.201,11.198,11.198,11.199,11.199,11.199,11.198,11.2,11.201,11.201,11.201,11.201,11.202,11.201,11.202,11.201,11.202,25.822,265.23,72.827,72.703,123.76,6.4604,6.4581,0.0023,312.94,6.3242,73.132
350,1,5,5,8,23,3.8125,74.982,74.984,74.985,11.627,11.606,11.595,11.59,11.589,11.588,11.588,11.585,11.587,11.588,11.588,11.587,11.589,11.589,11.589,11.588,11.588,11.589,11.589,11.59,11.59,20.499,266.35,74.926,75.174,248.28,6.0689,6.0671,0.0018,313.9,5.9348,75.095
351,1,5,5,9,23,3.7755,75.287,75.295,75.293,12.084,12.062,12.05,12.045,12.041,12.04,12.041,12.041,12.041,12.04,12.039,12.04,12.041,12.042,12.042,12.043,12.042,12.043,12.043,12.043,12.044,21.906,265.63,75.306,75.285,20.142,6.168,6.1666,0.0014,313.14,6.0337,75.329
352,1,5,5,10,23,3.7805,75.007,75.01,75.011,12.183,12.161,12.149,12.143,12.139,12.139,12.139,12.14,12.14,12.14,12.14,12.14,12.141,12.14,12.142,12.142,12.142,12.142,12.142,12.142,12.143,22.023,265.4,74.981,74.968,12.901,6.2277,6.226,0.0017,313.09,6.0938,75.07
353,1,5,5,11,23,3.8128,74.767,74.767,74.766,12.198,12.174,12.162,12.157,12.154,12.152,12.151,12.151,12.153,12.153,12.151,12.152,12.152,12.153,12.153,12.154,12.153,12.154,12.153,12.155,12.155,23.557,265.37,74.736,74.731,4.6539,6.2336,6.2314,0.0022,312.95,6.098,74.833
354,1,5,5,12,23,3.77,74.642,74.649,74.647,12.124,12.101,12.088,12.082,12.078,12.076,12.077,12.077,12.075,12.075,12.076,12.077,12.077,12.077,12.077,12.078,12.077,12.078,12.077,12.077,12.078,23.424,265.55,74.633,74.655,21.973,6.2058,6.204,0.0018,313.11,6.071,74.686
355,1,5,5,13,23,3.81,74.609,74.612,74.614,12.032,12.009,11.998,11.993,11.991,11.99,11.99,11.989,11.988,11.988,11.989,11.991,11.989,11.99,11.991,11.993,11.992,11.991,11.991,11.992,11.992,22.44,265.67,74.606,74.643,36.469,6.1651,6.1633,0.0018,313.13,6.0305,74.658
356,1,5,5,14,23,3.7752,74.541,74.54,74.544,11.915,11.892,11.88,11.875,11.871,11.872,11.872,11.872,11.871,11.872,11.872,11.873,11.872,11.873,11.874,11.875,11.875,11.873,11.873,11.874,11.874,22.876,265.83,74.554,74.566,12.589,6.1125,6.1106,0.002,313.15,5.9781,74.596
357,1,5,5,15,23,3.7721,74.443,74.446,74.448,11.825,11.803,11.792,11.787,11.786,11.786,11.785,11.785,11.785,11.784,11.785,11.785,11.786,11.786,11.787,11.787,11.788,11.788,11.786,11.786,11.788,21.458,266.04,74.429,74.458,28.381,6.0717,6.0702,0.0016,313.52,5.9383,74.502
358,1,5,5,16,23,3.7606,74.321,74.324,74.327,11.69,11.667,11.656,11.651,11.649,11.65,11.649,11.649,11.649,11.649,11.649,11.651,11.65,11.65,11.649,11.65,11.65,11.651,11.651,11.652,11.651,22.554,266.42,74.299,74.324,25.177,6.0087,6.0069,0.0018,313.81,5.8748,74.382
359,1,5,5,17,23,4.0444,74.249,74.252,74.257,11.592,11.573,11.562,11.557,11.554,11.554,11.554,11.552,11.552,11.552,11.554,11.554,11.554,11.554,11.554,11.556,11.555,11.555,11.555,11.557,11.556,19.323,266.52,74.24,74.244,4.2725,5.9797,5.9775,0.0022,313.88,5.8239,74.317
360,1,5,5,18,23,3.8556,74.276,74.276,74.281,11.564,11.54,11.529,11.524,11.521,11.52,11.521,11.52,11.521,11.521,11.522,11.523,11.522,11.521,11.523,11.523,11.523,11.523,11.522,11.522,11.523,23.804,266.73,74.255,74.263,8.6212,5.9483,5.946,0.0023,314.08,5.7974,74.337
361,1,5,5,19,23,3.8568,74.303,74.302,74.304,11.555,11.532,11.521,11.517,11.516,11.515,11.514,11.515,11.515,11.515,11.516,11.517,11.517,11.516,11.517,11.518,11.518,11.518,11.519,11.517,11.519,22.262,266.69,74.294,74.394,99.64,5.9394,5.937,0.0024,314.13,5.7918,74.346
362,1,5,5,20,23,3.7157,74.29,74.275,74.276,11.514,11.491,11.482,11.478,11.477,11.477,11.476,11.474,11.475,11.475,11.476,11.477,11.477,11.477,11.477,11.477,11.478,11.478,11.478,11.478,11.478,22.822,266.86,74.247,74.261,13.351,5.9269,5.9248,0.002,314.2,5.7801,74.324
363,1,5,5,21,23,3.738,74.208,74.211,74.215,11.596,11.572,11.562,11.556,11.554,11.552,11.552,11.553,11.554,11.554,11.554,11.554,11.554,11.554,11.555,11.553,11.553,11.554,11.554,11.555,11.555,23.309,266.73,74.211,74.222,10.452,5.9608,5.9586,0.0022,314.26,5.8132,74.274
364,1,5,5,22,23,3.6859,74.117,74.126,74.125,11.619,11.596,11.585,11.578,11.575,11.573,11.572,11.572,11.574,11.574,11.572,11.574,11.574,11.574,11.574,11.574,11.575,11.575,11.574,11.575,11.576,22.399,266.56,74.1,74.118,17.929,5.9929,5.9913,0.0016,314.06,5.8477,74.185
365,1,5,5,23,23,3.8893,74.063,74.065,74.064,11.643,11.621,11.61,11.605,11.604,11.604,11.603,11.604,11.603,11.603,11.604,11.604,11.605,11.606,11.606,11.606,11.605,11.605,11.605,11.607,11.606,21.974,266.43,74.043,74.039,4.0359,6.0333,6.031,0.0022,313.78,5.8869,74.122
366,1,5,5,24,23,3.8242,74.15,74.155,74.162,11.729,11.704,11.691,11.685,11.683,11.682,11.681,11.681,11.681,11.68,11.681,11.682,11.682,11.682,11.682,11.684,11.683,11.683,11.683,11.685,11.684,25.127,266.34,74.128,74.131,3.0518,6.0602,6.0572,0.0029,313.9,5.9154,74.218
367,1,5,5,25,23,3.9237,74.266,74.271,74.266,11.841,11.818,11.807,11.802,11.8,11.8,11.8,11.8,11.799,11.798,11.8,11.799,11.8,11.8,11.801,11.8,11.801,11.802,11.802,11.801,11.802,23.175,265.95,74.253,74.407,154.04,6.1248,6.1226,0.0021,313.28,5.9802,74.33
368,1,5,5,26,23,3.9213,74.336,74.343,74.341,11.977,11.955,11.944,11.937,11.935,11.936,11.935,11.934,11.933,11.934,11.934,11.934,11.934,11.935,11.936,11.936,11.936,11.935,11.935,11.935,11.937,22.024,265.7,74.331,74.354,23.193,6.1826,6.1807,0.0019,313.06,6.0402,74.391
369,1,5,5,27,23,4.0115,74.33,74.333,74.334,12.116,12.091,12.08,12.075,12.071,12.07,12.07,12.071,12.071,12.071,12.072,12.072,12.072,12.072,12.071,12.071,12.074,12.074,12.073,12.072,12.073,24.518,265.48,74.379,74.34,39.063,6.2581,6.2557,0.0024,312.82,6.1148,74.377
370,1,5,5,28,23,3.9446,74.346,74.349,74.348,12.147,12.126,12.116,12.112,12.109,12.11,12.111,12.111,12.112,12.111,12.111,12.111,12.112,12.111,12.113,12.112,12.112,12.113,12.113,12.113,12.113,21.637,265.32,74.335,74.347,12.054,6.2929,6.2912,0.0018,312.67,6.1517,74.406
371,1,5,5,29,23,4.0189,74.493,74.498,74.494,12.149,12.126,12.116,12.11,12.108,12.11,12.109,12.109,12.109,12.109,12.11,12.11,12.111,12.111,12.112,12.112,12.111,12.111,12.111,12.111,12.112,22.947,265.2,74.468,74.466,2.0599,6.3156,6.3133,0.0023,312.55,6.1727,74.578
372,1,5,5,30,23,4.0306,74.787,74.791,74.794,12.548,12.527,12.513,12.509,12.509,12.505,12.505,12.505,12.507,12.507,12.509,12.506,12.509,12.508,12.509,12.507,12.511,12.511,12.51,12.509,12.509,20.195,265.19,74.763,74.773,9.7656,6.38,6.3789,0.0011,312.65,6.2392,74.857
373,1,5,5,31,23,4.0007,74.667,74.67,74.674,11.973,11.95,11.938,11.934,11.931,11.929,11.928,11.93,11.93,11.93,11.93,11.931,11.932,11.931,11.932,11.933,11.934,11.933,11.932,11.934,11.934,22.501,265.5,74.629,74.616,12.741,6.2881,6.2858,0.0023,313,6.1477,74.756
374,1,1,1,32,23,4.1163,72.719,72.722,72.723,12.098,12.051,12.043,12.04,12.039,12.039,12.04,12.043,12.041,12.042,12.044,12.042,12.042,12.041,12.042,12.043,12.042,12.043,12.043,12.043,12.045,46.364,265.47,72.617,72.496,121.4,6.5843,6.5825,0.0018,312.97,6.4448,72.913
375,1,1,1,32,24,3.97,71.189,71.196,71.196,13.965,13.783,13.775,13.772,13.842,13.843,13.764,13.765,13.904,13.834,13.762,13.775,13.858,13.772,13.943,13.841,13.77,13.77,13.77,13.771,13.764,182.41,265.53,71.082,70.853,228.89,8.0737,8.0707,0.003,313.1,7.9286,71.469
376,1,5,5,31,24,3.9949,74.351,74.356,74.357,11.957,11.931,11.926,11.92,11.907,11.913,11.911,11.909,11.91,11.917,11.911,11.914,11.909,11.914,11.917,11.916,11.919,11.916,11.925,11.931,11.93,25.495,265.85,74.271,74.216,55.237,6.3083,6.3055,0.0028,313.54,6.1669,74.477
377,1,5,5,30,24,4.0305,74.888,74.89,74.883,14.17,14.146,14.133,14.123,14.116,14.114,14.114,14.115,14.116,14.111,14.117,14.117,14.112,14.117,14.118,14.112,14.118,14.115,14.117,14.121,14.121,24.508,265.7,74.878,74.87,7.1716,6.974,6.9702,0.0037,313.44,6.8293,74.933
378,1,5,5,29,24,4.0347,74.648,74.645,74.652,12.047,12.024,12.013,12.008,12.006,12.005,12.005,12.005,12.007,12.006,12.006,12.005,12.007,12.008,12.008,12.008,12.007,12.008,12.008,12.008,12.009,23.009,265.54,74.621,74.62,0.2289,6.242,6.2396,0.0024,313.02,6.1015,74.728
379,1,5,5,28,24,4.086,74.425,74.428,74.429,12.045,12.023,12.013,12.009,12.008,12.009,12.009,12.008,12.009,12.01,12.009,12.009,12.011,12.01,12.01,12.01,12.011,12.012,12.012,12.011,12.011,22.283,265.55,74.406,74.412,6.7139,6.2417,6.24,0.0017,312.94,6.1031,74.494
380,1,5,5,27,24,4.1179,74.369,74.367,74.368,12.085,12.063,12.054,12.05,12.047,12.047,12.046,12.048,12.048,12.048,12.049,12.05,12.05,12.049,12.05,12.051,12.051,12.051,12.05,12.049,12.051,21.497,265.52,74.354,74.401,46.616,6.2454,6.2437,0.0017,312.91,6.1049,74.416
381,1,5,5,26,24,4.0363,74.367,74.369,74.371,11.966,11.942,11.933,11.928,11.925,11.924,11.924,11.925,11.924,11.924,11.924,11.923,11.921,11.922,11.922,11.923,11.922,11.922,11.921,11.92,11.919,24.151,265.77,74.362,74.413,51.041,6.1679,6.1659,0.002,313.15,6.0287,74.407
382,1,5,5,25,24,4.0621,74.345,74.351,74.351,11.842,11.818,11.806,11.801,11.799,11.799,11.799,11.8,11.798,11.798,11.799,11.8,11.8,11.8,11.8,11.801,11.8,11.8,11.801,11.802,11.802,23.898,266.07,74.352,74.38,28.687,6.1063,6.1033,0.0029,313.36,5.9668,74.408
383,1,5,5,24,24,3.9767,74.289,74.289,74.291,11.702,11.679,11.668,11.664,11.662,11.661,11.66,11.66,11.661,11.661,11.66,11.661,11.662,11.663,11.663,11.662,11.661,11.663,11.664,11.662,11.663,23.113,266.34,74.263,74.263,0.3815,6.0421,6.0404,0.0017,313.7,5.9034,74.354
384,1,5,5,23,24,3.9375,74.233,74.234,74.232,11.673,11.652,11.642,11.637,11.635,11.635,11.634,11.634,11.635,11.635,11.634,11.634,11.635,11.637,11.638,11.638,11.637,11.636,11.637,11.637,11.638,20.924,266.34,74.211,74.226,15.106,6.0379,6.0356,0.0023,313.63,5.8981,74.303
