Tester ID/Tester Station:RGT-3120
Computer Name           :DESKTOP-USUQBTQ
Handler/Prober Name     :UF2000
Temperature: 023.8C
Production ID           :JBS LLD 71V
Test Program Name       :C:\POWORLD\RGT.Net\Recipes\LLD_71V_Eng_Run_04302026.TestPg
Device Name             :JBS LLD 71V
Lot ID                  :N64S03A03
Wafer ID                :N64S03A03
Probe Card No           :11-02626B
Load Board No           :CP5
SFT                     :
OPERATOR                :A000697
Test Start Date         :Wed May 13 12:03:20 2026
Test End Date           :Wed May 13 12:16:48 2026
Fail Retest Rate        :
Sequence All ON         :ON
PreLoad Pat(Time)       :
Craft Current User      :
Craft Version           :
OutPut TDO              :C:\DataLog\Report\LLD_71V_Eng_Run_04302026\N64S03A_OD75um
Run Card No             :N64S03A_OD75um
Rom Code                :



 Sample   Pass   Pass%   Fail   Fail%
    549     28     5.1    521    94.9

,,,,,,Contact2[Step1],VZ[Step2],VZ[Step3],VZ[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],Calculate[Step4],VFSDS[Step5],VZ[Step6],VZ[Step6],Calculate[Step6],IR[Step7],IR[Step7],Calculate[Step7],VFSDS[Step8],IR[Step9],VZ[Step10]
303,1,5,5,13,21,4.0605,74.659,74.66,74.659,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,0,265.51,74.665,74.701,36.636,6.2053,6.2019,0.0034,312.99,6.0651,74.703
304,1,5,5,14,21,4.0616,74.586,74.577,74.573,12.08,12.06,12.048,12.043,12.039,12.037,12.036,12.037,12.037,12.037,12.038,12.038,12.037,12.037,12.039,12.039,12.038,12.04,12.04,12.04,12.039,19.564,265.68,74.595,74.599,3.5858,6.1737,6.1717,0.002,313.06,6.0374,74.617
305,1,5,5,15,21,3.9845,74.401,74.398,74.399,12.01,11.988,11.976,11.971,11.966,11.965,11.966,11.968,11.966,11.967,11.967,11.968,11.967,11.967,11.968,11.969,11.968,11.968,11.968,11.97,11.969,22.542,265.87,74.422,74.423,1.0681,6.15,6.1478,0.0023,313.22,6.0113,74.451
306,1,5,5,16,21,3.9948,74.317,74.32,74.324,11.89,11.866,11.853,11.846,11.843,11.842,11.841,11.84,11.841,11.842,11.843,11.841,11.842,11.841,11.842,11.843,11.843,11.842,11.842,11.845,11.844,23.464,266.29,74.315,74.353,37.689,6.0793,6.0768,0.0025,313.68,5.9416,74.356
307,1,5,5,17,21,3.7772,74.37,74.368,74.375,11.846,11.823,11.812,11.808,11.804,11.803,11.802,11.803,11.804,11.805,11.805,11.805,11.804,11.805,11.806,11.806,11.806,11.807,11.806,11.806,11.807,22.788,266.25,74.366,74.441,74.921,6.0545,6.0524,0.0021,313.64,5.9175,74.421
308,1,5,5,18,21,3.8367,74.465,74.467,74.471,12.123,12.101,12.088,12.083,12.08,12.079,12.079,12.08,12.079,12.081,12.081,12.079,12.079,12.079,12.079,12.08,12.081,12.081,12.08,12.08,12.082,22.133,266.43,74.438,74.429,9.5367,6.1078,6.1064,0.0015,313.89,5.9707,74.529
309,1,5,5,19,21,3.7657,74.583,74.579,74.584,11.828,11.803,11.79,11.782,11.779,11.778,11.776,11.776,11.776,11.776,11.776,11.776,11.775,11.775,11.777,11.775,11.776,11.777,11.778,11.778,11.777,24.25,266.49,74.552,74.545,7.3242,6.0129,6.0106,0.0023,314.08,5.8751,74.634
310,1,5,5,20,21,3.7593,74.618,74.623,74.623,12.316,12.293,12.278,12.269,12.263,12.26,12.256,12.256,12.255,12.257,12.256,12.256,12.256,12.256,12.257,12.258,12.257,12.257,12.259,12.259,12.258,22.967,266.78,74.619,74.632,12.817,6.0783,6.0761,0.0022,314.37,5.9399,74.665
311,1,5,5,21,21,3.7146,74.515,74.515,74.535,11.832,11.81,11.799,11.794,11.792,11.789,11.79,11.789,11.79,11.79,11.79,11.79,11.79,11.789,11.793,11.792,11.791,11.792,11.793,11.792,11.79,22.13,266.48,74.519,74.544,25.482,5.9989,5.9973,0.0016,313.96,5.8631,74.569
312,1,5,5,22,21,3.7688,74.387,74.387,74.388,11.863,11.84,11.829,11.825,11.822,11.821,11.822,11.822,11.822,11.822,11.823,11.823,11.825,11.825,11.824,11.824,11.825,11.825,11.825,11.825,11.826,22.392,266.4,74.413,74.413,0.2289,6.0537,6.0516,0.0021,313.64,5.9167,74.431
313,1,5,5,23,21,3.7846,74.334,74.332,74.335,11.948,11.923,11.912,11.907,11.905,11.905,11.905,11.905,11.904,11.904,11.904,11.905,11.907,11.906,11.906,11.907,11.906,11.907,11.908,11.908,11.908,24.393,266.11,74.324,74.356,31.586,6.1079,6.1059,0.002,313.44,5.97,74.368
314,1,5,5,24,21,3.854,74.363,74.366,74.369,11.948,11.923,11.912,11.907,11.905,11.904,11.903,11.902,11.902,11.904,11.904,11.905,11.904,11.905,11.904,11.904,11.904,11.904,11.905,11.905,11.905,24.957,266.06,74.326,74.329,2.9755,6.12,6.118,0.0021,313.43,5.9833,74.426
315,1,5,5,25,21,3.9117,74.549,74.553,74.557,12.111,12.089,12.077,12.071,12.068,12.065,12.064,12.066,12.066,12.065,12.064,12.066,12.068,12.066,12.067,12.068,12.067,12.067,12.067,12.068,12.068,21.956,265.72,74.541,74.546,5.2643,6.1877,6.1854,0.0023,312.99,6.0518,74.607
316,1,5,5,26,21,3.8689,74.654,74.655,74.65,12.293,12.269,12.258,12.252,12.251,12.251,12.251,12.251,12.25,12.249,12.251,12.25,12.251,12.251,12.251,12.251,12.251,12.252,12.251,12.251,12.252,23.799,265.32,74.623,74.633,9.8419,6.2673,6.2655,0.0018,312.59,6.1301,74.707
317,1,5,5,27,21,3.9305,74.677,74.677,74.681,12.47,12.446,12.434,12.429,12.427,12.426,12.425,12.425,12.425,12.426,12.426,12.427,12.427,12.427,12.427,12.428,12.428,12.428,12.428,12.428,12.428,24.063,265.02,74.673,74.728,55.099,6.3631,6.3607,0.0025,312.22,6.2247,74.72
318,1,5,5,28,21,3.8994,74.633,74.635,74.638,12.51,12.486,12.476,12.473,12.472,12.471,12.472,12.471,12.472,12.473,12.473,12.473,12.473,12.472,12.473,12.474,12.475,12.473,12.475,12.475,12.475,24.039,265.01,74.664,74.646,17.776,6.3954,6.3938,0.0016,312.3,6.2592,74.68
319,1,5,5,29,21,3.8972,74.729,74.735,74.735,12.567,12.545,12.535,12.53,12.528,12.528,12.529,12.529,12.53,12.529,12.53,12.531,12.531,12.531,12.531,12.532,12.533,12.533,12.533,12.532,12.532,22.905,264.66,74.696,74.719,22.751,6.4563,6.4546,0.0017,311.99,6.3204,74.803
320,1,5,5,30,21,3.8142,75.025,75.027,75.027,12.585,12.563,12.554,12.551,12.549,12.551,12.55,12.551,12.55,12.551,12.552,12.552,12.551,12.552,12.553,12.553,12.553,12.553,12.553,12.553,12.554,21.47,264.69,74.992,75.003,11.322,6.4579,6.4557,0.0022,311.95,6.322,75.108
321,1,5,5,31,21,3.8786,75.229,75.232,75.234,12.472,12.451,12.442,12.439,12.437,12.437,12.437,12.437,12.437,12.438,12.438,12.439,12.438,12.44,12.439,12.439,12.44,12.441,12.44,12.439,12.44,20.945,264.91,75.241,75.272,30.441,6.3961,6.3944,0.0017,312.34,6.2617,75.269
322,1,5,5,32,21,3.8309,74.155,74.159,74.158,11.757,11.734,11.723,11.718,11.716,11.715,11.716,11.716,11.717,11.717,11.717,11.716,11.716,11.718,11.718,11.718,11.718,11.718,11.718,11.718,11.718,22.66,265.61,74.111,74.089,21.591,6.3579,6.3561,0.0019,313.26,6.221,74.279
323,1,1,1,32,22,3.9204,73.836,73.844,73.848,11.692,11.671,11.662,11.659,11.658,11.656,11.656,11.655,11.657,11.657,11.658,11.658,11.658,11.659,11.66,11.66,11.66,11.659,11.66,11.662,11.661,20.962,265.35,73.76,73.69,70.129,6.4213,6.4198,0.0015,312.82,6.2864,73.973
324,1,5,5,31,22,3.8073,75.228,75.232,75.23,12.39,12.367,12.356,12.352,12.35,12.35,12.349,12.35,12.351,12.35,12.351,12.352,12.353,12.353,12.352,12.352,12.352,12.353,12.353,12.353,12.353,23.125,265.08,75.194,75.233,39.52,6.3573,6.3556,0.0017,312.56,6.2205,75.275
325,1,5,5,30,22,3.8065,75.084,75.089,75.087,12.565,12.541,12.529,12.525,12.524,12.524,12.523,12.524,12.523,12.525,12.525,12.525,12.525,12.525,12.525,12.525,12.525,12.526,12.527,12.526,12.525,23.71,264.69,75.047,75.064,16.632,6.4399,6.4377,0.0023,311.91,6.3028,75.162
326,1,5,5,29,22,3.8197,74.781,74.785,74.785,12.601,12.577,12.567,12.562,12.557,12.558,12.559,12.558,12.558,12.558,12.559,12.56,12.559,12.56,12.56,12.561,12.56,12.561,12.562,12.56,12.56,23.67,264.56,74.753,74.774,20.599,6.4751,6.4731,0.002,312.02,6.3388,74.855
327,1,5,5,28,22,3.8461,74.637,74.64,74.64,12.579,12.553,12.542,12.537,12.535,12.534,12.533,12.536,12.535,12.535,12.535,12.536,12.537,12.537,12.536,12.537,12.537,12.537,12.536,12.537,12.537,26.535,264.67,74.619,74.634,14.038,6.4409,6.4387,0.0022,312.04,6.3045,74.69
328,1,5,5,27,22,3.8377,74.632,74.633,74.632,12.439,12.415,12.401,12.395,12.392,12.394,12.392,12.391,12.393,12.394,12.414,12.393,12.394,12.394,12.394,12.394,12.394,12.395,12.395,12.395,12.395,23.597,265.03,74.612,74.644,31.891,6.3535,6.3514,0.0021,312.36,6.2162,74.668
329,1,5,5,26,22,3.8939,74.59,74.592,74.595,12.317,12.292,12.28,12.275,12.273,12.273,12.272,12.271,12.27,12.272,12.272,12.273,12.272,12.273,12.274,12.272,12.272,12.274,12.275,12.275,12.274,24.723,265.29,74.561,74.581,19.455,6.2996,6.2974,0.0022,312.52,6.1632,74.633
330,1,5,5,25,22,3.809,74.503,74.509,74.508,12.175,12.151,12.139,12.133,12.129,12.129,12.127,12.128,12.128,12.128,12.127,12.129,12.129,12.129,12.129,12.132,12.129,12.129,12.129,12.131,12.13,23.986,265.56,74.477,74.487,9.8419,6.2289,6.227,0.0019,312.83,6.0933,74.558
331,1,5,5,24,22,3.8766,74.33,74.332,74.333,11.982,11.957,11.945,11.94,11.938,11.937,11.937,11.937,11.937,11.936,11.936,11.937,11.938,11.939,11.937,11.939,11.939,11.938,11.938,11.94,11.939,25.166,265.97,74.317,74.318,0.2289,6.1468,6.1448,0.0019,313.3,6.0107,74.4
332,1,5,5,23,22,3.8538,74.282,74.285,74.278,11.921,11.899,11.889,11.882,11.88,11.879,11.879,11.879,11.879,11.879,11.879,11.882,11.881,11.88,11.88,11.883,11.882,11.882,11.882,11.882,11.883,21.815,266.19,74.272,74.291,18.845,6.1016,6.0991,0.0024,313.52,5.9657,74.328
333,1,5,5,22,22,3.8564,74.309,74.31,74.311,11.869,11.846,11.834,11.827,11.824,11.823,11.824,11.824,11.824,11.823,11.825,11.825,11.825,11.825,11.827,11.827,11.827,11.826,11.826,11.825,11.825,22.542,266.33,74.354,74.349,5.188,6.0595,6.0571,0.0024,313.68,5.9244,74.354
334,1,5,5,21,22,3.8541,74.4,74.402,74.404,11.815,11.791,11.78,11.774,11.773,11.771,11.77,11.769,11.77,11.769,11.77,11.771,11.771,11.771,11.77,11.77,11.771,11.772,11.773,11.772,11.773,24.026,266.44,74.392,74.455,62.408,6.0293,6.0274,0.002,313.8,5.8938,74.448
335,1,5,5,20,22,3.7096,74.442,74.447,74.44,11.733,11.71,11.699,11.691,11.687,11.684,11.683,11.683,11.681,11.683,11.682,11.682,11.682,11.682,11.683,11.684,11.685,11.683,11.683,11.684,11.684,22.431,266.63,74.43,74.478,47.607,5.9881,5.9854,0.0027,314.25,5.8514,74.507
336,1,5,5,19,22,3.7219,74.421,74.43,74.422,12.412,12.391,12.377,12.374,12.372,12.372,12.371,12.37,12.369,12.371,12.37,12.372,12.371,12.372,12.372,12.374,12.373,12.373,12.373,12.375,12.374,21.222,266.61,74.401,74.408,7.1716,6.1847,6.1826,0.0022,314.1,6.0479,74.48
337,1,5,5,18,22,3.7656,74.36,74.367,74.369,11.8,11.775,11.763,11.757,11.755,11.754,11.753,11.753,11.753,11.754,11.754,11.752,11.753,11.755,11.755,11.755,11.756,11.756,11.756,11.756,11.756,24.957,266.46,74.336,74.493,157.09,6.024,6.0216,0.0024,313.85,5.8883,74.422
338,1,5,5,17,22,3.8918,74.297,74.298,74.296,11.855,11.833,11.822,11.817,11.814,11.812,11.812,11.812,11.813,11.812,11.813,11.814,11.814,11.815,11.814,11.814,11.814,11.815,11.816,11.815,11.816,21.738,266.25,74.286,74.295,9.1553,6.0654,6.0635,0.002,313.64,5.9302,74.341
339,1,5,5,16,22,3.9813,74.262,74.26,74.267,11.916,11.892,11.881,11.875,11.871,11.869,11.87,11.87,11.87,11.869,11.87,11.871,11.871,11.871,11.871,11.872,11.872,11.871,11.871,11.872,11.873,23.545,266.15,74.266,74.36,94.223,6.1025,6.1002,0.0023,313.41,5.9658,74.306
340,1,5,5,15,22,3.9761,74.357,74.348,74.352,12.047,12.025,12.015,12.01,12.007,12.005,12.004,12.003,12.005,12.005,12.006,12.006,12.006,12.006,12.007,12.008,12.008,12.008,12.009,12.009,12.007,21.513,265.72,74.389,74.354,35.324,6.1815,6.1798,0.0017,313,6.0454,74.403
341,1,5,5,14,22,4.0267,74.523,74.525,74.523,12.171,12.148,12.137,12.133,12.13,12.129,12.129,12.129,12.129,12.131,12.13,12.131,12.13,12.13,12.131,12.131,12.132,12.131,12.133,12.131,12.132,23.053,265.38,74.533,74.561,27.237,6.2322,6.2303,0.0018,312.64,6.0981,74.562
342,1,5,5,13,22,4.0872,74.604,74.605,74.604,12.256,12.231,12.221,12.215,12.212,12.211,12.212,12.212,12.211,12.211,12.21,12.212,12.212,12.212,12.213,12.213,12.213,12.213,12.213,12.213,12.214,24.597,265.26,74.606,74.634,27.39,6.2739,6.2717,0.0022,312.56,6.1372,74.646
343,1,5,5,12,22,3.9848,74.595,74.601,74.603,12.298,12.273,12.261,12.255,12.252,12.252,12.253,12.251,12.252,12.252,12.252,12.252,12.253,12.254,12.254,12.254,12.254,12.253,12.253,12.255,12.254,24.87,265.16,74.595,74.617,22.202,6.2988,6.2966,0.0022,312.47,6.1628,74.65
344,1,5,5,11,22,4.0218,74.666,74.67,74.669,12.262,12.239,12.23,12.225,12.224,12.223,12.223,12.224,12.223,12.223,12.224,12.225,12.224,12.224,12.225,12.226,12.225,12.226,12.225,12.226,12.227,22.742,265.4,74.645,74.728,83.405,6.2609,6.2587,0.0021,312.94,6.1246,74.708
345,1,5,5,10,22,4.016,74.845,74.847,74.846,12.269,12.246,12.236,12.231,12.231,12.23,12.23,12.23,12.23,12.23,12.231,12.233,12.233,12.233,12.234,12.233,12.233,12.233,12.232,12.233,12.234,23.164,265.34,74.823,74.802,21.133,6.2712,6.2691,0.0022,312.72,6.1363,74.904
346,1,5,5,9,22,3.9645,75.144,75.147,75.145,12.189,12.165,12.152,12.148,12.146,12.146,12.145,12.144,12.145,12.146,12.146,12.145,12.146,12.146,12.145,12.148,12.149,12.147,12.146,12.149,12.148,23.701,265.59,75.114,75.101,13.199,6.212,6.2099,0.0021,313.06,6.0763,75.196
347,1,5,5,8,22,4.1648,75.108,75.112,75.109,11.935,11.912,11.902,11.897,11.895,11.895,11.894,11.894,11.894,11.895,11.896,11.894,11.895,11.896,11.897,11.896,11.896,11.896,11.896,11.897,11.896,23.042,266.02,75.059,75.075,15.259,6.1551,6.1534,0.0017,313.52,6.0203,75.192
348,1,1,1,7,22,3.9546,73.662,73.667,73.675,11.355,11.335,11.326,11.323,11.323,11.322,11.321,11.322,11.322,11.323,11.324,11.324,11.323,11.324,11.325,11.323,11.324,11.325,11.326,11.326,11.326,20.409,265.88,73.598,73.524,73.723,6.2841,6.2824,0.0017,313.34,6.1469,73.808
349,1,1,1,7,23,4.0254,72.961,72.967,72.965,11.229,11.233,11.195,11.19,11.186,11.185,11.185,11.186,11.215,11.186,11.187,11.187,11.218,11.216,11.218,11.188,11.189,11.187,11.187,11.188,11.19,4.7376,265.48,72.853,72.735,118.42,6.418,6.4153,0.0027,313.12,6.2813,73.161
350,1,5,5,8,23,3.9688,74.953,74.959,74.962,11.862,11.842,11.83,11.824,11.821,11.822,11.82,11.82,11.821,11.821,11.821,11.821,11.821,11.822,11.822,11.821,11.821,11.822,11.823,11.823,11.823,20.836,265.97,74.906,74.88,26.474,6.1738,6.1715,0.0023,313.38,6.037,75.063
351,1,5,5,9,23,3.9484,75.208,75.212,75.215,12.225,12.2,12.189,12.184,12.182,12.182,12.179,12.179,12.179,12.179,12.18,12.18,12.179,12.181,12.181,12.182,12.182,12.181,12.181,12.183,12.183,24.462,265.48,75.18,75.204,23.956,6.2302,6.2271,0.0031,312.96,6.0949,75.254
352,1,5,5,10,23,4.1194,74.925,74.927,74.926,12.329,12.306,12.293,12.286,12.283,12.284,12.283,12.282,12.283,12.282,12.282,12.283,12.285,12.285,12.285,12.285,12.285,12.285,12.287,12.286,12.286,23.369,265.24,74.89,74.912,22.743,6.3012,6.2991,0.0022,312.79,6.1667,74.99
353,1,5,5,11,23,3.9687,74.714,74.716,74.711,12.343,12.319,12.307,12.301,12.298,12.297,12.297,12.298,12.297,12.297,12.298,12.299,12.299,12.299,12.299,12.299,12.3,12.3,12.299,12.299,12.301,23.799,265.22,74.705,74.711,6.3477,6.301,6.2987,0.0023,312.64,6.1653,74.772
354,1,5,5,12,23,3.9529,74.598,74.599,74.602,12.328,12.304,12.292,12.286,12.281,12.28,12.279,12.279,12.279,12.279,12.279,12.279,12.28,12.281,12.282,12.281,12.28,12.28,12.282,12.281,12.281,23.592,265.14,74.584,74.604,19.76,6.3093,6.3072,0.0021,312.69,6.1723,74.652
355,1,5,5,13,23,3.9657,74.576,74.576,74.578,12.263,12.24,12.228,12.221,12.219,12.217,12.217,12.217,12.217,12.218,12.218,12.218,12.218,12.219,12.218,12.22,12.219,12.219,12.219,12.219,12.22,23.608,265.21,74.577,74.596,18.387,6.2802,6.2781,0.0022,312.6,6.1439,74.629
356,1,5,5,14,23,3.9365,74.521,74.523,74.525,12.189,12.164,12.152,12.148,12.147,12.145,12.145,12.144,12.146,12.145,12.146,12.145,12.145,12.146,12.147,12.145,12.144,12.145,12.146,12.147,12.147,25.486,265.37,74.561,74.527,34.409,6.2414,6.239,0.0025,312.64,6.1059,74.579
357,1,5,5,15,23,3.9606,74.387,74.39,74.396,12.115,12.09,12.079,12.073,12.072,12.07,12.069,12.07,12.07,12.07,12.071,12.071,12.069,12.071,12.071,12.072,12.073,12.073,12.073,12.072,12.071,24.52,265.54,74.387,74.367,19.531,6.2122,6.2108,0.0014,312.86,6.0777,74.444
358,1,5,5,16,23,4.0488,74.285,74.29,74.293,11.965,11.942,11.93,11.925,11.923,11.923,11.922,11.921,11.922,11.923,11.922,11.921,11.923,11.923,11.924,11.924,11.923,11.924,11.925,11.924,11.923,22.581,265.98,74.28,74.292,11.978,6.1357,6.1336,0.0022,313.31,6.0009,74.351
359,1,5,5,17,23,3.9731,74.263,74.266,74.263,11.9,11.878,11.867,11.861,11.858,11.857,11.857,11.858,11.857,11.857,11.858,11.858,11.857,11.858,11.86,11.859,11.859,11.858,11.859,11.861,11.86,22.001,266.15,74.252,74.273,21.515,6.1055,6.1035,0.002,313.41,5.9695,74.327
360,1,5,5,18,23,4.0385,74.319,74.323,74.328,11.88,11.856,11.844,11.839,11.837,11.837,11.837,11.837,11.835,11.836,11.858,11.837,11.837,11.837,11.837,11.837,11.837,11.858,11.839,11.838,11.837,23.432,266.2,74.295,74.302,6.8665,6.0749,6.0732,0.0017,313.62,5.9394,74.376
361,1,5,5,19,23,3.9514,74.353,74.355,74.347,11.837,11.812,11.801,11.796,11.795,11.793,11.792,11.795,11.792,11.793,11.793,11.795,11.795,11.796,11.794,11.795,11.795,11.795,11.795,11.796,11.795,24.907,266.37,74.326,74.334,8.3923,6.0486,6.0461,0.0025,313.73,5.9141,74.403
362,1,5,5,20,23,4.0619,74.381,74.385,74.386,11.832,11.809,11.799,11.794,11.792,11.789,11.789,11.789,11.789,11.789,11.789,11.791,11.79,11.791,11.79,11.789,11.79,11.791,11.792,11.791,11.79,22.564,266.43,74.367,74.386,18.692,6.038,6.0362,0.0018,313.8,5.9026,74.434
363,1,5,5,21,23,3.7512,74.342,74.344,74.345,11.859,11.84,11.827,11.821,11.818,11.818,11.816,11.816,11.817,11.817,11.817,11.816,11.815,11.816,11.816,11.818,11.819,11.817,11.818,11.819,11.819,19.214,266.27,74.324,74.364,40.131,6.0718,6.0697,0.002,313.65,5.9164,74.402
364,1,5,5,22,23,3.6658,74.309,74.314,74.313,11.946,11.919,11.905,11.897,11.893,11.893,11.893,11.891,11.89,11.891,11.891,11.892,11.893,11.893,11.893,11.892,11.893,11.894,11.894,11.895,11.895,27.107,266.09,74.312,74.352,40.359,6.1134,6.1114,0.002,313.51,5.9631,74.373
365,1,5,5,23,23,3.8602,74.308,74.311,74.314,11.983,11.959,11.946,11.941,11.939,11.938,11.939,11.939,11.94,11.94,11.94,11.941,11.941,11.94,11.94,11.941,11.943,11.942,11.941,11.94,11.942,24.153,265.94,74.296,74.313,17.624,6.1479,6.1458,0.0021,313.3,6.0007,74.372
366,1,5,5,24,23,3.6561,74.39,74.391,74.392,12.036,12.013,12,11.994,11.991,11.989,11.987,11.986,11.988,11.988,11.988,11.987,11.989,11.989,11.988,11.988,11.989,11.989,11.99,11.99,11.99,23.393,265.77,74.354,74.357,2.7466,6.1779,6.1753,0.0026,313.3,6.0313,74.454
367,1,5,5,25,23,3.8145,74.516,74.522,74.519,33.433,33.424,33.409,33.445,33.41,33.4,33.374,33.387,33.409,33.405,33.378,33.396,33.412,33.441,33.409,33.425,33.427,33.423,33.42,33.405,33.456,9.1241,265.45,74.498,74.502,4.1962,10.001,10.001,0,312.72,17.376,74.568
368,1,5,5,26,23,3.8016,74.569,74.572,74.57,12.321,12.298,12.287,12.282,12.279,12.278,12.276,12.276,12.277,12.277,12.277,12.276,12.276,12.277,12.278,12.278,12.28,12.279,12.278,12.28,12.279,22.605,265.23,74.548,74.563,15.488,6.3089,6.3065,0.0023,312.53,6.1627,74.611
369,1,5,5,27,23,4.0134,74.613,74.617,74.616,12.452,12.426,12.413,12.409,12.406,12.403,12.404,12.404,12.405,12.405,12.405,12.404,12.405,12.405,12.406,12.406,12.407,12.407,12.406,12.406,12.406,25.839,265.01,74.636,74.633,3.2043,6.3679,6.3657,0.0022,312.3,6.2238,74.657
370,1,5,5,28,23,3.8824,74.659,74.664,74.663,12.497,12.473,12.463,12.46,12.459,12.457,12.457,12.456,12.458,12.459,12.459,12.458,12.458,12.459,12.459,12.46,12.459,12.46,12.459,12.461,12.46,24.241,264.81,74.637,74.653,16.098,6.4119,6.4102,0.0018,312.1,6.2678,74.729
371,1,5,5,29,23,3.9838,74.851,74.852,74.855,12.52,12.497,12.486,12.481,12.479,12.479,12.478,12.478,12.478,12.479,12.48,12.481,12.48,12.48,12.48,12.482,12.482,12.482,12.481,12.481,12.481,23.173,264.7,74.824,74.839,15.106,6.4325,6.4304,0.0022,312.05,6.2899,74.93
372,1,5,5,30,23,4.0109,75.154,75.159,75.16,12.536,12.512,12.5,12.495,12.493,12.492,12.492,12.491,12.491,12.492,12.493,12.492,12.493,12.493,12.493,12.493,12.495,12.494,12.494,12.494,12.494,24.461,264.76,75.127,75.135,8.1635,6.4235,6.4213,0.0022,312.09,6.2797,75.229
373,1,5,5,31,23,3.981,75.077,75.085,75.083,12.374,12.352,12.339,12.333,12.329,12.329,12.33,12.33,12.33,12.329,12.329,12.328,12.329,12.329,12.331,12.331,12.331,12.331,12.33,12.332,12.332,22.486,264.96,75.03,74.998,32.677,6.4141,6.4123,0.0018,312.34,6.2705,75.168
374,1,1,1,32,23,3.9045,73.052,73.056,73.058,11.68,11.689,11.65,11.647,11.646,11.646,11.67,11.647,11.646,11.646,11.646,11.647,11.648,11.648,11.648,11.648,11.649,11.649,11.649,11.65,11.65,8.7521,264.27,72.942,72.815,126.72,6.6641,6.6619,0.0022,311.71,6.5208,73.259
375,1,5,6,32,24,3.7875,71.357,71.361,71.364,96.247,84.182,80.073,58.208,13.802,13.789,91.192,13.799,95.348,77.654,58.137,61.778,60.921,14.074,13.79,13.784,83.706,13.798,13.896,58.991,66.156,12064.19,261.18,71.238,71.003,234.86,8.0982,8.0951,0.0031,308.2,7.9529,71.645
376,1,5,5,31,24,3.9473,74.694,74.706,74.71,12.235,12.212,12.199,12.193,12.193,12.189,12.189,12.191,12.188,12.187,12.189,12.19,12.19,12.19,12.189,12.19,12.19,12.192,12.191,12.19,12.19,23.411,264.86,74.611,74.557,53.864,6.4611,6.4587,0.0024,312.34,6.3204,74.832
377,1,5,5,30,24,4.0711,75.236,75.23,75.238,12.495,12.47,12.455,12.446,12.445,12.443,12.441,12.439,12.439,12.439,12.44,12.44,12.439,12.439,12.439,12.44,12.441,12.441,12.44,12.44,12.44,24.339,264.94,75.205,75.223,17.624,6.3898,6.3878,0.0019,312.74,6.2504,75.287
378,1,5,5,29,24,3.9883,74.95,74.957,74.957,12.419,12.396,12.384,12.379,12.377,12.376,12.376,12.376,12.376,12.377,12.377,12.378,12.377,12.376,12.377,12.38,12.379,12.378,12.378,12.38,12.379,23.033,265.08,74.92,74.915,4.8065,6.3718,6.3696,0.0023,312.4,6.2327,75.04
379,1,5,5,28,24,4.0177,74.709,74.709,74.709,12.413,12.39,12.38,12.376,12.377,12.376,12.376,12.376,12.376,12.378,12.378,12.377,12.379,12.379,12.378,12.378,12.378,12.378,12.379,12.379,12.379,23.168,265.07,74.682,74.689,7.4158,6.3661,6.3639,0.0022,312.44,6.2259,74.778
380,1,5,5,27,24,3.9675,74.608,74.608,74.616,12.45,12.427,12.417,12.413,12.411,12.411,12.411,12.412,12.412,12.412,12.413,12.414,12.414,12.413,12.413,12.414,12.415,12.415,12.414,12.414,12.414,22.515,264.98,74.597,74.609,11.902,6.3689,6.3669,0.002,312.28,6.2299,74.658
381,1,5,5,26,24,3.8961,74.571,74.574,74.578,12.329,12.306,12.296,12.292,12.292,12.289,12.288,12.291,12.29,12.289,12.289,12.29,12.291,12.29,12.291,12.291,12.292,12.291,12.292,12.291,12.293,22.857,265.25,74.565,74.637,72.479,6.3041,6.3023,0.0017,312.52,6.1653,74.617
382,1,5,5,25,24,3.9037,74.55,74.549,74.551,12.203,12.18,12.167,12.162,12.16,12.159,12.16,12.16,12.16,12.159,12.16,12.161,12.161,12.162,12.162,12.161,12.162,12.162,12.162,12.162,12.162,23.094,265.46,74.536,74.591,55.084,6.2421,6.2393,0.0027,312.73,6.1009,74.6
383,1,5,5,24,24,4.0005,74.499,74.501,74.5,12.075,12.052,12.041,12.036,12.033,12.034,12.033,12.033,12.033,12.032,12.032,12.033,12.034,12.034,12.033,12.034,12.036,12.034,12.035,12.035,12.035,22.407,265.75,74.478,74.532,53.185,6.1811,6.1793,0.0018,313.06,6.0425,74.565
384,1,5,5,23,24,3.9315,74.464,74.464,74.469,12.256,12.232,12.222,12.218,12.216,12.215,12.216,12.216,12.216,12.217,12.216,12.217,12.218,12.217,12.217,12.217,12.218,12.218,12.219,12.219,12.218,23.909,265.67,74.436,74.446,9.4604,6.2845,6.2822,0.0024,313.03,6.1443,74.533
